FeatureID,Raw_P,Q_value,LSMean_1,LSMean_1_LCL,LSMean_1_UCL,LSMean_2,LSMean_2_LCL,LSMean_2_UCL,L2FC,FC,ChemicalName,SuperPathway,SubPathway
S100008929,0.5798,0.7793,-0.051496471,-0.266689151,0.1636962099,0.0754130968,-0.303215667,0.4540418605,0.1830918036,1.1353143438,2-methylcitrate/homocitrate,Energy,TCA Cycle
S100008930,0.5668,0.7727,0.016640235,-0.240229757,0.2735102272,0.1733968601,-0.278562599,0.6253563192,0.2261520056,1.1697109009,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid
S100008932,0.7069,0.8708,0.2997499601,-0.117132366,0.7166322866,0.1330522932,-0.600446818,0.866551404,-0.240493897,0.8464554842,phenylacetyltaurine,Peptide,Acetylated Peptides
S100008933,0.4943,0.7299,-0.097010904,-0.322550762,0.1285289531,0.0674605206,-0.329373968,0.464295009,0.237282109,1.1787698855,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy"
S100008934,0.1191,0.3541,0.1013764874,-0.122528027,0.3252810018,-0.278273349,-0.672230472,0.1156837747,-0.547718936,0.6841009147,2-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy"
S100008952,0.4119,0.675,-0.368200742,-0.728099394,-0.00830209,-0.052512301,-0.685749367,0.5807247644,0.4554421483,1.3712029785,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol
S100008954,0.0296,0.1714,-0.066301708,-0.189258852,0.0566554356,0.2315305879,0.0151890692,0.4478721067,0.4296811767,1.3469358826,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins
S100008955,0.7778,0.9058,0.0050983642,-0.159503022,0.1696997501,0.0544690841,-0.235144945,0.3440831131,0.0712268927,1.0506097605,tricosanoyl sphingomyelin (d18:1/23:0)*,Lipid,Sphingomyelins
S100008956,0.2397,0.5049,0.1002656941,-0.064797498,0.2653288863,-0.10866917,-0.399095742,0.1817574008,-0.301429293,0.811448088,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,Sphingomyelins
S100008957,0.3426,0.6104,0.012682873,-0.164559986,0.1899257324,-0.167563806,-0.479420346,0.1442927331,-0.260040991,0.8350641928,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,Sphingomyelins
S100008976,0.0135,0.1205,-0.193315713,-0.510424199,0.1237927724,0.6908774757,0.132929159,1.2488257923,1.275621129,2.4210302895,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE)
S100008977,0.0006,0.0206,-0.216104614,-0.423654143,-0.008555085,0.64058932,0.2754085838,1.0057700563,1.2359480901,2.3553608289,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phosphatidylethanolamine (PE)
S100008980,0.4557,0.7069,-0.046714873,-0.117607009,0.0241772621,0.0097516401,-0.114982164,0.1344854438,0.0814639589,1.0580911824,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC)
S100008984,0.6592,0.8427,-0.006854022,-0.14196278,0.1282547359,-0.070254401,-0.307976529,0.1674677271,-0.091467412,0.9385676157,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phosphatidylcholine (PC)
S100008989,0.9512,0.979,-0.182377074,-0.587700448,0.2229462996,-0.208734827,-0.921896108,0.504426455,-0.038026199,0.9739865812,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,Lipid,Phosphatidylcholine (PC)
S100008990,0.0003,0.0122,-0.304148916,-0.518051808,-0.090246024,0.6471845651,0.2708251681,1.0235439622,1.3724840953,2.5891599539,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phosphatidylethanolamine (PE)
S100008991,0.1455,0.3988,-0.110904535,-0.391339748,0.1695306793,0.3317762814,-0.161645883,0.825198446,0.6386534178,1.5568753252,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE)
S100008992,0.0142,0.1208,-0.116754903,-0.341543033,0.1080332274,0.5048899063,0.1093780721,0.9004017405,0.8968438832,1.8619881394,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE)
S100008993,0.1264,0.3625,-0.091815552,-0.272430664,0.0887995604,0.2082002306,-0.109589744,0.5259902057,0.4328312814,1.3498801117,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,Lipid,Phosphatidylinositol (PI)
S100008994,0.2799,0.5542,0.0424254325,-0.098718853,0.1835697178,-0.12142004,-0.369761601,0.1269215206,-0.236379051,0.8488731857,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),Lipid,Phosphatidylinositol (PI)
S100008998,0.5854,0.7828,-0.019183767,-0.317497747,0.2791302142,0.1541549206,-0.370724705,0.6790345466,0.2500748645,1.1892688271,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism
S100008999,0.0586,0.2406,-0.169165416,-0.389697472,0.0513666398,0.2897467054,-0.09827662,0.6777700311,0.6620702417,1.5823516418,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen
S100009000,0.5362,0.7607,-0.158655929,-0.486032943,0.1687210857,0.057241811,-0.518773851,0.6332574725,0.3114745986,1.2409754702,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,Plasmalogen
S100009002,0.9227,0.9699,-0.065793853,-0.221497084,0.0899093774,-0.081851197,-0.355809036,0.1921066417,-0.023165851,0.9840708879,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen
S100009004,0.3032,0.5746,-0.242430819,-0.519952399,0.0350907621,0.0642010438,-0.424094621,0.5524967083,0.4423762672,1.3588406356,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,Plasmalogen
S100009005,0.4936,0.7299,-0.037424596,-0.284974096,0.2101249037,0.143409117,-0.292151056,0.5789692896,0.2608879013,1.1982159153,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen
S100009007,0.0288,0.1702,0.0997530526,-0.113578178,0.3130842832,-0.419572396,-0.794925963,-0.04421883,-0.74922825,0.5949217177,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen
S100009008,0.8093,0.921,0.0054612215,-0.255740265,0.2666627078,0.0724583141,-0.387122353,0.5320389816,0.0966563732,1.0692923693,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,Lipid,Plasmalogen
S100009009,0.1771,0.4476,0.0420499902,-0.179760405,0.2638603857,-0.281633113,-0.671905661,0.1086394355,-0.466976007,0.7234794746,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen
S100009014,0.5312,0.7582,-0.022346217,-0.309857469,0.2651650339,0.1695821527,-0.336290209,0.6754545147,0.2768941079,1.2115837283,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,Plasmalogen
S100009015,0.9215,0.9697,0.0871834203,-0.159473932,0.3338407725,0.0613735726,-0.372616878,0.4953640227,-0.037235739,0.9745203793,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,Plasmalogen
S100009019,0.5643,0.7723,-0.018370865,-0.31306954,0.2763278096,0.1626491787,-0.355869363,0.6811677201,0.2611567196,1.1984392004,1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,Lipid,Plasmalogen
S100009025,0.1892,0.4616,0.0622823149,-0.103389889,0.2279545185,-0.172711249,-0.464209368,0.1187868705,-0.339024049,0.7905759382,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins
S100009026,0.2861,0.5606,0.0238605064,-0.184365156,0.2320861688,0.2624152243,-0.10395516,0.6287856088,0.3441617086,1.2694131638,behenoyl dihydrosphingomyelin (d18:0/22:0)*,Lipid,Dihydrosphingomyelins
S100009027,0.0001,0.0083,-0.14550672,-0.345699929,0.0546864901,0.8159778271,0.4637404405,1.1682152137,1.3871289873,2.6155765379,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Dihydrosphingomyelins
S100009028,0.0001,0.0044,-0.249199362,-0.468891458,-0.029507266,0.9306900368,0.5441446092,1.3172354643,1.7022205849,3.2540142861,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides
S100009035,0.2428,0.5094,0.0280462243,-0.138414649,0.1945070978,-0.181242199,-0.474127973,0.1116435741,-0.301939371,0.8111612438,1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,Lipid,Phosphatidylcholine (PC)
S100009036,0.5616,0.7709,-0.025708311,-0.223410966,0.1719943439,0.0965636712,-0.251291616,0.4444189585,0.1764011822,1.1300614164,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,Lipid,Phosphatidylcholine (PC)
S100009037,0.771,0.903,0.0433768178,-0.098555056,0.1853086917,-0.000531063,-0.250258377,0.24919625,-0.063345682,0.9570421151,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,Lipid,Phosphatidylcholine (PC)
S100009038,0.7168,0.8768,-0.000107095,-0.150181286,0.1499670959,0.05777803,-0.206275586,0.3218316456,0.0835105829,1.059593268,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,Dihydrosphingomyelins
S100009042,0.3463,0.6104,-0.245773,-0.768441157,0.2768951577,0.2815613632,-0.638066561,1.2011892875,0.7607826701,1.6944096021,5-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism
S100009043,0.2787,0.5536,-0.216042894,-0.598301448,0.1662156595,0.228853383,-0.443725643,0.9014324092,0.6418496528,1.5603283458,7-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism
S100009045,0.0679,0.2674,-0.007657474,-0.38385067,0.3685357221,0.7460556103,0.0841485031,1.4079627175,1.0873781289,2.1248752276,phenylacetylglutamate,Peptide,Acetylated Peptides
S100009051,0.0815,0.2923,-0.060841198,-0.160280595,0.0385981992,0.1287225365,-0.046239808,0.3036848809,0.2734826592,1.2087221584,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,Lipid,Phosphatidylcholine (PC)
S100009052,0.0123,0.1189,-0.92486562,-1.259494779,-0.590236462,0.0226146315,-0.566161084,0.6113903473,1.3669250609,2.5792025242,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,Lipid,Diacylglycerol
S100009055,0.2969,0.5708,-0.876659217,-1.168929197,-0.584389237,-0.549393446,-1.06363873,-0.035148161,0.4721447059,1.3871700988,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol
S100009066,0.0372,0.1936,0.0250965824,-0.116328708,0.1665218729,-0.301660393,-0.550496379,-0.052824407,-0.471410668,0.7212590056,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,Lipid,Phosphatidylinositol (PI)
S100009067,0.6796,0.8532,0.1731546534,-0.103208101,0.449517408,0.0517270462,-0.434529679,0.537983771,-0.175183007,0.8856551661,1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,Lipid,Phosphatidylinositol (PI)
S100009069,0.4486,0.7004,-0.473032746,-0.720849942,-0.225215549,-0.272489716,-0.708520897,0.1635414652,0.2893224343,1.2220661961,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,Lipid,Plasmalogen
S100009075,0.4925,0.7295,-0.034505065,-0.244316647,0.1753065165,-0.188137098,-0.557297888,0.1810236909,-0.221644172,0.8575875268,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,Lipid,Phosphatidylcholine (PC)
S100009078,0.6508,0.834,-0.63151795,-1.100638737,-0.162397163,-0.405536982,-1.230948994,0.4198750305,0.3260216222,1.2535518077,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phosphatidylethanolamine (PE)
S100009082,0.0002,0.0101,-0.30053095,-0.692566165,0.0915042658,1.5219155993,0.8321346617,2.2116965368,2.6292345986,6.1869766903,1-linoleoyl-GPA (18:2)*,Lipid,Lysophospholipid
S100009122,0.2149,0.4859,-0.073995887,-0.315223247,0.1672314731,0.2485558703,-0.175880578,0.6729923187,0.4653438205,1.3806463474,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,Lipid,Phosphatidylcholine (PC)
S100009123,0.9528,0.979,0.0226330194,-0.289221845,0.3344878835,0.0030178015,-0.545686835,0.5517224381,-0.028298778,0.9805759088,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,Lipid,Phosphatidylcholine (PC)
S100009124,0.2506,0.5185,-0.006474242,-0.227211405,0.214262922,0.2663872912,-0.121996919,0.6547715017,0.3936559804,1.3137183255,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,Lipid,Phosphatidylcholine (PC)
S100009126,0.9102,0.9635,-0.033580619,-0.286623273,0.2194620356,-0.063906317,-0.509131625,0.3813189904,-0.043750735,0.9701295126,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,Lipid,Phosphatidylcholine (PC)
S100009130,0.9375,0.9741,-0.027683555,-0.255825331,0.2004582215,-0.04667041,-0.448082941,0.3547421215,-0.027392242,0.9811922598,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,Phosphatidylcholine (PC)
S100009131,0.749,0.8912,-0.119016811,-0.301290202,0.0632565796,-0.057017885,-0.37772558,0.2636898104,0.0894455437,1.0639612025,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phosphatidylcholine (PC)
S100009134,0.0137,0.1205,0.1078530621,-0.095196371,0.3109024949,-0.456673304,-0.813936178,-0.099410429,-0.814439388,0.5686294054,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,Lipid,Plasmalogen
S100009139,0.7548,0.8939,-0.212091848,-0.487241852,0.063058156,-0.120719078,-0.604841983,0.3634038276,0.1318230422,1.0956773648,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phosphatidylcholine (PC)
S100009141,0.0833,0.2941,-0.079606709,-0.259906143,0.1006927239,0.2620097986,-0.055224743,0.5792443407,0.4928484419,1.4072205361,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,Lipid,Phosphatidylcholine (PC)
S100009142,0.0006,0.0209,-0.268032969,-0.532647829,-0.003418109,0.8190980026,0.353511548,1.2846844572,1.5683984618,2.9657530257,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,Lipid,Phosphatidylcholine (PC)
S100009146,0.0046,0.0739,-0.182532529,-0.367901812,0.0028367529,0.4223475543,0.0961926777,0.7485024309,0.8726574971,1.8310326251,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,Lipid,Phosphatidylcholine (PC)
S100009147,0.1836,0.4571,-0.047700529,-0.210754271,0.1153532131,0.186639187,-0.100251782,0.4735301562,0.3380807459,1.2640738452,1-stearyl-GPC (O-18:0)*,Lipid,Lysoplasmalogen
S100009153,0.1773,0.4476,-0.219940027,-0.391884152,-0.047995901,0.0309018993,-0.271631586,0.3334353846,0.3618884031,1.2851069266,1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*,Lipid,Phosphatidylcholine (PC)
S100009162,0.1744,0.4453,0.033608584,-0.124925254,0.1921424218,-0.19927816,-0.478216416,0.0796600961,-0.33598455,0.7922432949,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen
S100009181,0.9891,0.9919,-0.019226735,-0.200685098,0.1622316284,-0.021863177,-0.341136842,0.2974104882,-0.003803581,0.9973670306,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,Lipid,Phosphatidylinositol (PI)
S100009184,0.9482,0.979,-0.025130272,-0.375991882,0.3257313382,-0.000910786,-0.618247292,0.6164257203,0.0349413321,1.0245151598,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,Lipid,Phosphatidylinositol (PI)
S100009198,0.0077,0.0954,-0.117469737,-0.303758094,0.0688186207,0.4488076009,0.1210356234,0.7765795783,0.8169655067,1.7616966275,1-stearyl-GPE (O-18:0)*,Lipid,Lysoplasmalogen
S100009217,0.467,0.711,-0.485362727,-0.772830643,-0.197894811,-0.26215601,-0.767952125,0.2436401039,0.3220192233,1.2500789593,"1,2-dilinoleoyl-GPE (18:2/18:2)*",Lipid,Phosphatidylethanolamine (PE)
S100009225,0.4316,0.6888,-0.117424693,-0.323474474,0.0886250881,0.0557297439,-0.306812205,0.4182716925,0.249809047,1.1890497237,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen
S100009227,0.1913,0.4644,0.1306664697,-0.114583829,0.3759167687,-0.215425548,-0.646940306,0.2160892097,-0.499305238,0.7074473863,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid
S100009231,0.4089,0.672,0.0468878869,-0.107058338,0.2008341121,-0.089049965,-0.359916375,0.1818164453,-0.196116865,0.8728968797,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid
S100009232,0.0192,0.1388,0.1177370663,-0.089278006,0.3247521387,-0.425934824,-0.790175191,-0.061694457,-0.78435274,0.5806123885,thioproline,Xenobiotics,Chemical
S100009233,0.596,0.7959,-0.012724565,-0.656047455,0.6305983247,-0.375999229,-1.507917609,0.7559191513,-0.524094555,0.6953954076,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009240,0.3166,0.585,0.3028498339,-0.122675937,0.7283756049,-0.154259682,-0.902966822,0.5944474589,-0.659469631,0.6331110008,phenylacetylalanine,Peptide,Acetylated Peptides
S100009271,0.3621,0.6277,0.0811120829,-0.218343476,0.3805676418,0.3733237692,-0.153564449,0.9002119872,0.4215723506,1.3393865173,(S)-3-hydroxybutyrylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"
S100009272,0.0589,0.2407,-0.104501468,-0.309125079,0.1001221425,0.3208125749,-0.039220046,0.6808451959,0.6135984612,1.5300708528,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER)
S100009328,0.0764,0.2856,-0.558940931,-1.21512407,0.097242209,0.7148777422,-0.439668083,1.8694235669,1.8377318823,3.5744762891,furaneol sulfate,Xenobiotics,Food Component/Plant
S100009329,0.9758,0.9866,0.0643576098,-0.26175818,0.3904733994,0.0748663103,-0.498930242,0.6486628627,0.0151608501,1.0105641108,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism
S100009331,0.3852,0.6513,-0.11266643,-0.79201086,0.5666779993,-0.743891399,-1.939189216,0.4514064192,-0.910665131,0.5319397924,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009332,0.8306,0.9251,-0.036222489,-0.713492877,0.6410478985,-0.190208417,-1.381856985,1.0014401507,-0.222154734,0.8572840851,arachidonoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009333,0.8781,0.9487,-0.370720045,-0.990648713,0.2492086236,-0.269681221,-1.360437768,0.8210753261,0.14576821,1.1063195925,docosahexaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009335,0.9456,0.9778,-0.264433587,-0.707923154,0.1790559796,-0.296559015,-1.076873224,0.4837551934,-0.046347196,0.9683851116,dihomo-linolenoyl-choline,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009336,0.9374,0.9741,-0.220999792,-0.696844667,0.2548450838,-0.181296054,-1.018539014,0.6559469055,0.0572803848,1.0405024664,eicosapentaenoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline)
S100009337,0.5202,0.7503,-0.225061466,-0.927127958,0.4770050267,0.2563099221,-0.978967073,1.4915869176,0.6944721139,1.6182921872,caffeic acid sulfate,Xenobiotics,Food Component/Plant
S100009343,0.046,0.2156,0.0035225029,-0.290515203,0.2975602091,-0.644715483,-1.162071059,-0.127359907,-0.935209727,0.5229664397,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,Lipid,Phosphatidylcholine (PC)
S100009345,0.085,0.2946,0.0367859611,-0.162214261,0.2357861829,-0.338078977,-0.688217317,0.0120593633,-0.540815787,0.6873821119,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,Lipid,Phosphatidylcholine (PC)
S100009393,0.9086,0.9629,-0.114086493,-0.746144061,0.5179710746,-0.191159078,-1.303256269,0.9209381123,-0.111192236,0.9258226505,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S100009394,0.7696,0.9023,0.00193629,-0.370923806,0.3747963856,-0.114158151,-0.770200711,0.5418844084,-0.167488875,0.8903911297,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S100009406,0.0661,0.2633,0.0406999285,-0.17089526,0.2522951168,-0.386244291,-0.758543313,-0.013945269,-0.615950308,0.652499948,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"
S100009407,0.9836,0.9893,-0.042390814,-0.369054556,0.284272928,-0.049521322,-0.62428199,0.5252393458,-0.010287148,0.9928948539,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"
S100009413,0.7411,0.8868,-0.061584787,-0.477885776,0.3547162014,-0.207801104,-0.940277358,0.5246751503,-0.210945555,0.8639707917,4-acetamidobenzoate,Xenobiotics,Chemical
S100010834,0.7389,0.8852,-0.150181776,-0.494387687,0.1940241361,-0.028205842,-0.633831732,0.5774200485,0.1759740749,1.1297269133,3-methylglutarate/2-methylglutarate,Lipid,"Fatty Acid, Dicarboxylate"
S100010861,0.1063,0.335,-0.200986502,-0.712379341,0.3104063366,-1.100959478,-2.000748624,-0.201170332,-1.29838655,0.406580647,"trans-3,4-methyleneheptanoylglycine",Lipid,Fatty Acid Metabolism (Acyl Glycine)
S100010866,0.359,0.6241,0.0429486675,-0.152173233,0.2380705685,-0.148726781,-0.492041266,0.1945877027,-0.27652922,0.8255747662,2-hydroxyoleate,Lipid,"Fatty Acid, Monohydroxy"
S100010895,0.9563,0.9796,0.0506260912,-0.117289554,0.2185417366,0.0603892401,-0.235056186,0.3558346661,0.0140852465,1.0098109639,2'-O-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing"
S100010896,0.8505,0.9354,0.0978175172,-0.117788266,0.3134233007,0.1409897743,-0.238365838,0.520345387,0.0622844011,1.044117736,2'-O-methyluridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing"
S100010900,0.6445,0.8289,-0.018861628,-0.321181227,0.2834579702,-0.16734237,-0.699269829,0.3645850895,-0.214212429,0.8620166082,phenylacetylserine,Peptide,Acetylated Peptides
S100010922,0.0174,0.1368,-0.57252496,-0.865966928,-0.279082992,0.2118773222,-0.30443006,0.7281847045,1.1316532824,2.1910968913,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Lipid,Diacylglycerol
S100010923,0.0064,0.0906,-0.364404954,-0.685578717,-0.043231191,0.637365572,0.0722644526,1.2024666914,1.4452493696,2.7230988796,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,Lipid,Diacylglycerol
S100010930,0.0843,0.2941,-0.298747466,-0.67168117,0.0741862369,0.4052961717,-0.2508759,1.061468243,1.0157202652,2.0219120802,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,Lipid,Diacylglycerol
S100010936,0.0005,0.0185,-0.747334195,-1.087347384,-0.407321005,0.6864243556,0.0881755062,1.284673205,2.0684763503,4.1944345955,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol
S100010937,0.0001,0.0058,-0.714208673,-0.955840857,-0.472576489,0.5248527676,0.0997040371,0.9500014981,1.7875877959,3.4523716883,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol
S100010940,0.0675,0.2669,-0.593654916,-1.008564824,-0.178745008,0.2389075007,-0.491121165,0.9689361668,1.2011336697,2.2992027137,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",Lipid,Diacylglycerol
S100010941,0.1005,0.3239,-0.236384123,-0.754255178,0.2814869329,0.6912389071,-0.219948578,1.6024263924,1.338277145,2.5284918792,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol
S100010942,0.0085,0.098,-0.384181499,-0.802247336,0.0338843385,0.8684309323,0.13284945,1.6040124146,1.8071377421,3.4994731578,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,Lipid,Diacylglycerol
S100010951,0.0627,0.2536,0.0520848953,-0.068516347,0.1726861373,-0.19457949,-0.40677583,0.0176168497,-0.355861485,0.7814028998,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,Lipid,Phosphatidylinositol (PI)
S100010955,0.1528,0.4113,0.323298227,-0.24622174,0.8928181942,-0.559022683,-1.561085766,0.4430404009,-1.272920001,0.4138213544,perfluorooctanesulfonate (PFOS),Xenobiotics,Chemical
S100010957,0.0202,0.1411,0.0724200581,-0.025246298,0.1700864137,-0.181738299,-0.353581,-0.009895597,-0.366673001,0.7755689759,5-hydroxymethyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing"
S100010962,0.4046,0.6682,-0.012224432,-0.558092624,0.5336437603,0.4742471083,-0.48620098,1.4346951962,0.7018300782,1.6265668066,1-palmityl-GPE (O-16:0)*,Lipid,Lysoplasmalogen
S100010966,0.9748,0.9866,-0.070530779,-0.260670541,0.1196089838,-0.064156718,-0.398705193,0.270391757,0.0091958255,1.006394418,1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*,Lipid,Plasmalogen
S100015586,0.0061,0.0903,0.0649954343,-0.077711787,0.2077026554,-0.382926609,-0.634018136,-0.131835083,-0.646214911,0.6389544926,1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*,Lipid,Plasmalogen
S100015624,0.5323,0.7582,-0.823320577,-1.282168541,-0.364472613,-0.517817222,-1.325154335,0.2895198898,0.440748174,1.3573080377,N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,Ceramides
S100015637,0.0156,0.1277,-0.217813325,-0.455056857,0.0194302078,0.4279497138,0.0105227589,0.8453766686,0.931639133,1.9074419255,2-hydroxybehenate,Lipid,"Fatty Acid, Monohydroxy"
S100015638,0.1246,0.3614,-0.101612821,-0.345677154,0.1424515111,0.3058277943,-0.123600271,0.7352558595,0.5878125558,1.5029661904,2-hydroxynervonate*,Lipid,"Fatty Acid, Monohydroxy"
S100015640,0.9394,0.9748,-0.297081644,-0.556188285,-0.037975003,-0.318005378,-0.773900193,0.1378894367,-0.030186567,0.9792936486,N-palmitoylserine,Lipid,Endocannabinoid
S100015641,0.5989,0.7978,-0.042822777,-0.272287412,0.1866418575,-0.1713668,-0.575106884,0.2323732835,-0.185449825,0.8793748487,N-oleoylserine,Lipid,Endocannabinoid
S100015656,0.8274,0.9241,-0.146660731,-0.481574451,0.1882529895,-0.069054442,-0.65833084,0.5202219564,0.1119622079,1.0806970923,hydroxystearate sulfate,Lipid,"Fatty Acid, Monohydroxy"
